fd6163191168fce50298eb69b6bf91ace30c964f,DELETE,regular-file,README.md,3828,
58beeaccd87e230076cab531b8f418f40b6d1aeb,DELETE,regular-file,client/README.md,3359,
9005c4ab9a94138863a3395c34d401863b0775f4,DELETE,regular-file,deploy/README.md,3420,
